,media_id,media_title,duration,status,media_type,archived,folder_name,section,created_at,updated_at,load_date
11,7x92yfoe2n,Steve Blum Video Review (Dec 9 _25),67.2682,ready,Video,false,testimonials,,2026-03-17T21:12:34+00:00,2026-03-17T21:12:49+00:00,2026-05-10T00:00:00.000
12,wz3cdkei8u,Terrance Walker Testimonial,139.9,ready,Video,false,testimonials,,2026-03-06T16:09:43+00:00,2026-03-17T20:26:12+00:00,2026-05-10T00:00:00.000
13,d9xauymipb,Brandon Guthrie testimonial (2),209.978,ready,Video,false,testimonials,,2026-03-17T20:25:48+00:00,2026-03-17T20:26:09+00:00,2026-05-10T00:00:00.000
14,ex5e0xpcnn,Defeng Testimonial,326.009,ready,Video,false,testimonials,,2026-03-06T16:09:27+00:00,2026-03-17T20:24:43+00:00,2026-05-10T00:00:00.000
15,c8zdyifdjk,dannie walters testimonial,260.233,ready,Video,false,testimonials,,2026-03-06T16:09:16+00:00,2026-03-17T20:24:07+00:00,2026-05-10T00:00:00.000
16,sh7lrl12zt,michael foley testimonial,120.267,ready,Video,false,testimonials,,2026-03-06T16:09:21+00:00,2026-03-17T20:23:26+00:00,2026-05-10T00:00:00.000
17,nlfh2ejlhb,Garrett Testimonial,78.1351,ready,Video,false,testimonials,,2026-03-06T16:09:37+00:00,2026-03-17T20:23:16+00:00,2026-05-10T00:00:00.000
18,sdly1ltteq,Defeng Testimonial (1),326.009,ready,Video,false,testimonials,,2026-03-17T20:21:10+00:00,2026-03-17T20:22:12+00:00,2026-05-10T00:00:00.000
19,7wg6yqxfe8,Nana Forson Testimonial,251.133,ready,Video,false,testimonials,,2026-03-06T16:09:32+00:00,2026-03-17T20:21:53+00:00,2026-05-10T00:00:00.000
20,4arypuohno,Akhil Katta Data Engineer Academy Testimonial _ Christopher Garzon,124.85,ready,Video,false,testimonials,,2026-03-17T16:00:41+00:00,2026-03-17T20:19:30+00:00,2026-05-10T00:00:00.000
21,ntngpehlgl,Joe Root,45,ready,Video,false,testimonials,,2026-03-17T20:17:34+00:00,2026-03-17T20:17:58+00:00,2026-05-10T00:00:00.000
22,6paaqjz8mi,Landed a Senior Product Analyst role _ 175k Base + 17k Sign-on Bonus,242.967,ready,Video,false,testimonials,,2026-03-17T20:14:39+00:00,2026-03-17T20:15:33+00:00,2026-05-10T00:00:00.000
23,bfxui3j4wk,Paul Smothers Testimonial (1),117.377,ready,Video,false,testimonials,,2026-03-17T16:00:51+00:00,2026-03-17T16:01:36+00:00,2026-05-10T00:00:00.000
24,6o059er7wg,Paul Smothers Testimonial (1),117.377,ready,Video,false,testimonials,,2026-03-17T16:00:52+00:00,2026-03-17T16:01:20+00:00,2026-05-10T00:00:00.000
25,tbiekhzbwn,Frederic Williams Testimonial,172.501,ready,Video,false,testimonials,,2026-03-06T16:09:10+00:00,2026-03-06T16:09:52+00:00,2026-05-10T00:00:00.000
26,dqx7bvgqyn,Olatunde Testimonial,79.0407,ready,Video,false,testimonials,,2026-03-06T16:08:22+00:00,2026-03-06T16:09:40+00:00,2026-05-10T00:00:00.000
27,iy6echazhv,Nicolas Nguyen Testimonial,128.667,ready,Video,false,testimonials,,2026-03-06T16:09:01+00:00,2026-03-06T16:09:39+00:00,2026-05-10T00:00:00.000
28,f1i8a9v01u,Art Buis Testimonial,174.3,ready,Video,false,testimonials,,2026-03-06T16:08:11+00:00,2026-03-06T16:09:39+00:00,2026-05-10T00:00:00.000
29,wdaj0tx1aq,Richard Testimonial,195.333,ready,Video,false,testimonials,,2026-03-06T16:08:56+00:00,2026-03-06T16:09:36+00:00,2026-05-10T00:00:00.000
30,8sa61k7w0v,Inderpreet Testimonial,183.136,ready,Video,false,testimonials,,2026-03-06T16:08:17+00:00,2026-03-06T16:09:33+00:00,2026-05-10T00:00:00.000
31,xiikjdvhb7,Vansh Gupta Testimonial,77.3689,ready,Video,false,testimonials,,2026-03-06T16:08:26+00:00,2026-03-06T16:09:30+00:00,2026-05-10T00:00:00.000
32,5n6jzh81b1,Paul Astorga Testimonial,253.539,ready,Video,false,testimonials,,2026-03-06T16:08:32+00:00,2026-03-06T16:09:25+00:00,2026-05-10T00:00:00.000
33,yvxzk25j2a,Karl Ellis Testimonial,161.567,ready,Video,false,testimonials,,2026-03-06T16:09:06+00:00,2026-03-06T16:09:25+00:00,2026-05-10T00:00:00.000
34,t3y7rpk9o7,Unlock Your Data Engineering Potential with 40% Off! 🚀,276.945,ready,Video,false,Low Ticket Videos,,2025-11-20T22:48:14+00:00,2025-11-20T22:48:33+00:00,2026-05-10T00:00:00.000
35,jg6qd8bgvo,time 2924 to 3255 Brandon Guthrie - Sep 25 2025,2183.56,ready,Video,false,testimonials,,2025-10-24T18:42:08+00:00,2025-10-24T18:43:53+00:00,2026-05-10T00:00:00.000
36,jvjc9f5z30,time 1450 to 1548 Jon Riquer - Jul 21 2025,1275.85,ready,Video,false,testimonials,,2025-10-24T18:41:09+00:00,2025-10-24T18:42:16+00:00,2026-05-10T00:00:00.000
37,x2v5e55qoc,time 1050 to 1139 Damian Lee - Sep 19 2025,1673.53,ready,Video,false,testimonials,,2025-10-24T18:40:36+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
38,5mnigh8oy1,vish_testimonial (720p) (1),95.0667,ready,Video,false,testimonials,,2025-04-25T13:24:17+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
39,40yac7iyww,akhil_testimonial (720p) (2),124.821,ready,Video,false,testimonials,,2025-04-25T13:24:24+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
40,5o1pcd31yg,George-Carter Edited,323.013,ready,Video,false,testimonials,,2025-10-24T18:16:07+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
41,yivylrmy0i,Joshua Simger,159.009,ready,Video,false,testimonials,,2025-04-25T13:22:44+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
42,7mhbnp51zg,time 1520 to 1841 Richard - Aug 29 2025,1679.13,ready,Video,false,testimonials,,2025-10-24T18:12:55+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
43,v2ni6elxxd,Shilpi,93.6667,ready,Video,false,testimonials,,2025-04-25T13:22:09+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
44,828bemr1lo,Nadette James,100.867,ready,Video,false,testimonials,,2025-04-25T13:22:13+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
45,wiiwzaph65,Cal Orlando Almodovar - Mike - Oct 17 2025,1240.13,ready,Video,false,testimonials,,2025-10-24T18:28:11+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
46,glkbq4gfam,Zaed,195.441,ready,Video,false,testimonials,,2025-04-25T13:22:01+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
47,gv3mj04fj7,Shilpi_s Graduate Testimonial,93.6667,ready,Video,false,testimonials,,2025-10-24T18:16:55+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
48,gyu6fsfhuf,Defeng - Om - Sep 19 2025,2236.93,ready,Video,false,testimonials,,2025-10-24T18:11:05+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
49,hw5it12lsl,Paul Astroga Video Testimonial August,253.5,ready,Video,false,testimonials,,2025-10-24T18:16:34+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
50,j1atkjxesm,John-Manning,538.704,ready,Video,false,testimonials,,2025-10-24T18:16:26+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
51,kps9p9mr77,Joe Root Graduation Call,789.3,ready,Video,false,testimonials,,2025-10-24T18:39:19+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
52,mcrnhnicpi,TRIMMED_Mike Beyene and Mary _ CS DE Academy - Jul 22 2025,80.366,ready,Video,false,testimonials,,2025-10-24T18:20:45+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
53,nn10n3auwh,rivas_-_de_testimonial (1080p),988.684,ready,Video,false,testimonials,,2025-04-25T13:25:16+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
54,orqdq6h8jm,Paul Astroga Video Testimonial,253.5,ready,Video,false,testimonials,,2025-10-24T18:16:43+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
55,ovvifp1tur,quinci_testimonial (720p) (2),232,ready,Video,false,testimonials,,2025-04-25T13:24:12+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
56,oy78smbvvg,Nana Forson - Om - Sep 3 2025,1278.89,ready,Video,false,testimonials,,2025-10-24T18:39:52+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
57,pobc0ckm7b,Swapna Ghandi Graduation Call,1010.47,ready,Video,false,testimonials,,2025-10-24T18:20:40+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
58,poqbw6cogw,time 1028 to 1329 Victor Akpeh - Sep 2 2025,2352.26,ready,Video,false,testimonials,,2025-10-24T18:12:04+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
59,r00f1si2ts,Garrett Moore Graduation Call,907.484,ready,Video,false,testimonials,,2025-10-24T18:15:57+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
60,r9twcx9lov,Jake Grosek,233.045,ready,Video,false,testimonials,,2025-04-25T13:22:31+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
61,rs9p1e79pr,bbetos_testimonial (720p) (2),100.078,ready,Video,false,testimonials,,2025-04-25T13:24:04+00:00,2025-10-24T18:42:09+00:00,2026-05-10T00:00:00.000
62,rzlhqr3lk9,PRE CALL VID MONTAGE 1 enhanced audio FB 10-17-2025 CA,1976.13,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-10-19T02:19:08+00:00,2025-10-24T14:06:49+00:00,2026-05-10T00:00:00.000
63,omhqi2u2yq,Jennifer Jung _ Full Transitioner _ 20K Sale _ Kaisher,949.734,ready,Audio,false,DEA LIVECALLS,Full Transitioner,2025-10-23T19:23:43+00:00,2025-10-23T19:24:19+00:00,2026-05-10T00:00:00.000
64,fyekkdmlkl,Dallin Ozaki _ Full Transitioner _ 13K Sale _ Zan,1237.86,ready,Audio,false,DEA LIVECALLS,Full Transitioner,2025-10-23T19:23:36+00:00,2025-10-23T19:24:18+00:00,2026-05-10T00:00:00.000
65,2fgmj363ni,Guillermo Leclerc _ Full Transitioner _ 17K Sale _ Olivier,1348.41,ready,Audio,false,DEA LIVECALLS,Full Transitioner,2025-10-23T19:23:29+00:00,2025-10-23T19:24:14+00:00,2026-05-10T00:00:00.000
66,gxgrr0j49g,Dorothea Talley _ Full Transitioner _ 20K Sale _ Olivier ,944.849,ready,Audio,false,DEA LIVECALLS,Full Transitioner,2025-10-23T19:23:22+00:00,2025-10-23T19:23:53+00:00,2026-05-10T00:00:00.000
67,307sen4hou,Jugbe Cooper _ Full Transitioner _ 20K Sale _ Olivier,879.308,ready,Audio,false,DEA LIVECALLS,Full Transitioner,2025-10-23T19:23:15+00:00,2025-10-23T19:23:43+00:00,2026-05-10T00:00:00.000
68,pdgmp46l3p,Walter Cueva _ High Tech _ 23K Sale _ Alejandro,589.401,ready,Audio,false,DEA LIVECALLS,High Tech,2025-10-23T19:19:22+00:00,2025-10-23T19:19:47+00:00,2026-05-10T00:00:00.000
69,i6efk9b2vw,Yogendra _ High Tech _ 30K Sale _ Kaisher,812.251,ready,Audio,false,DEA LIVECALLS,High Tech,2025-10-23T19:19:07+00:00,2025-10-23T19:19:45+00:00,2026-05-10T00:00:00.000
70,4fhpqrw0t4,Michael Northrup _ High Tech _ 20K Sale _ Kaisher,677.956,ready,Audio,false,DEA LIVECALLS,High Tech,2025-10-23T19:19:15+00:00,2025-10-23T19:19:41+00:00,2026-05-10T00:00:00.000
71,3dkwzqo0m1,Prem Panchal _ High Tech _ 25K Sale _ Zan,558.211,ready,Audio,false,DEA LIVECALLS,High Tech,2025-10-23T19:19:01+00:00,2025-10-23T19:19:25+00:00,2026-05-10T00:00:00.000
72,si2f41epvr,Delores Yates _ High Tech _ 20K Sale _ Olivier,934.635,ready,Audio,false,DEA LIVECALLS,High Tech,2025-10-23T19:18:54+00:00,2025-10-23T19:19:23+00:00,2026-05-10T00:00:00.000
73,v7ik1c9hfu,Defeng Chao _ Min Tech _ 20K Sale _ Kaisher,741.277,ready,Audio,false,DEA LIVECALLS,Min Tech,2025-10-23T19:05:05+00:00,2025-10-23T19:18:14+00:00,2026-05-10T00:00:00.000
74,rvfpc1i3w5,Daniel Shao _ Min Tech _ 17K Sale _ Olivier,1020.11,ready,Audio,false,DEA LIVECALLS,Min Tech,2025-10-23T19:04:45+00:00,2025-10-23T19:18:14+00:00,2026-05-10T00:00:00.000
75,c7o0a4yt1j,Maria Gondalwala _ Min Tech _ 13K Sale _ Olivier,860.656,ready,Audio,false,DEA LIVECALLS,Min Tech,2025-10-23T19:04:51+00:00,2025-10-23T19:18:14+00:00,2026-05-10T00:00:00.000
76,fc56ibwrvl,Frank Nouma _ Min Tech _ 23K Sale _ Alejandro,867.814,ready,Audio,false,DEA LIVECALLS,Min Tech,2025-10-23T19:05:11+00:00,2025-10-23T19:18:14+00:00,2026-05-10T00:00:00.000
77,bnohfvw75s,Valerie DeLazaro _ Min Tech _ 10K Sale _ Zan,1023.27,ready,Audio,false,DEA LIVECALLS,Min Tech,2025-10-23T19:04:58+00:00,2025-10-23T19:18:14+00:00,2026-05-10T00:00:00.000
78,ecq4kltg7q,PRE CALL VID MONTAGE 1 enhanced audio FB 10-17-2025,1976.13,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-10-15T16:10:58+00:00,2025-10-18T16:35:57+00:00,2026-05-10T00:00:00.000
79,xjws0rdt4v,PRE CALL VID MONTAGE 1 enhanced audio TT 10-17-2025,1976.13,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-10-17T13:34:52+00:00,2025-10-17T13:49:11+00:00,2026-05-10T00:00:00.000
80,7jkyeerhy4,PRE CALL VID MONTAGE 1 enhanced audio YT 10-17-2025,1976.13,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-10-17T13:47:21+00:00,2025-10-17T13:48:56+00:00,2026-05-10T00:00:00.000
81,zhxg5v1vdz,pre-call_video youtube paid ads,1251.4,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-01-13T05:48:09+00:00,2025-10-17T13:00:24+00:00,2026-05-10T00:00:00.000
82,kctfzgkphy,pre-call_video fb paid ads ebook to vsl,1251.4,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-02-03T05:13:05+00:00,2025-10-17T13:00:24+00:00,2026-05-10T00:00:00.000
83,chm82hp8s6,ENHANCED PRECALL VSL WITH TESTIMONIALS YT PAID ADS,2328.38,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-05-26T12:54:12+00:00,2025-10-17T13:00:24+00:00,2026-05-10T00:00:00.000
84,fk4vosi4yx,pre-call_video google ppc,1251.4,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-04-01T15:26:57+00:00,2025-10-17T13:00:24+00:00,2026-05-10T00:00:00.000
85,ceb7viebkt,pre-call_video fb paid ads,1251.4,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-01-11T01:33:59+00:00,2025-10-17T13:00:24+00:00,2026-05-10T00:00:00.000
86,6xxbnf1zcg,ENHANCED PRECALL VSL WITH TESTIMONIALS TT PAID ADS,2328.38,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-05-26T12:54:00+00:00,2025-10-17T13:00:24+00:00,2026-05-10T00:00:00.000
87,byguhtcqu6,pre-call_video tiktok paid ads,1251.4,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-01-13T05:48:15+00:00,2025-10-17T13:00:24+00:00,2026-05-10T00:00:00.000
88,e0d9i4it4l,ENHANCED PRECALL VSL WITH TESTIMONIALS FB PAID ADS,2328.38,ready,Video,false,Main Funnel - B2C,Pre Call Video - Paid Ads,2025-04-29T16:44:59+00:00,2025-10-17T13:00:24+00:00,2026-05-10T00:00:00.000
89,yeosk8wk66,Chris Face VSL The Gap Method with thumbail,435.456,ready,Video,false,Main Funnel - B2C,,2024-06-17T21:28:53+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
90,9fuouz1gpi,Everyone AI Pre-Sell Announcement March 10th,193.967,ready,Video,false,Main Funnel - B2C,,2025-03-10T03:22:19+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
91,3pfoxdkkxn,VSL The Gap Method,378.027,ready,Video,false,Main Funnel - B2C,,2023-07-11T05:12:04+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
92,aox0k6q0mx,The Gap Method,2194.54,ready,Video,false,Main Funnel - B2C,,2023-01-26T02:19:57+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
93,417twacp0c,Down Sell Offer A,198.55,ready,Video,false,Main Funnel - B2C,,2023-09-25T20:21:05+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
94,18kcofhz1p,Thank You,97.195,ready,Video,false,Main Funnel - B2C,,2023-01-26T02:20:05+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
95,mjmtkeo6ne,Chris Face VSL The Gap Method V2 (direct to video),435.456,ready,Video,false,Main Funnel - B2C,,2024-12-18T03:16:17+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
96,9ulvrcgup9,Exciting AI Course Pre-Sale Announcement! 🚀,374.771,ready,Video,false,Main Funnel - B2C,,2025-02-24T02:01:18+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
97,7xi0nsoz7i,VSL VID. FINAL W TESTIMONIALS FIXED FB 5-24-2025,491.033,ready,Video,false,Main Funnel - B2C,,2025-05-03T12:34:12+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
98,1jmficxio0,Down Sell Offer B,212.545,ready,Video,false,Main Funnel - B2C,,2023-09-25T20:21:39+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
99,qjbmfo3qec,VSL_GAP_METHOD_FINAL,702.588,ready,Video,false,Main Funnel - B2C,,2024-02-05T05:29:06+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
100,t8b7sq6cj9,The Gap Method | AE,2194.54,ready,Video,false,Main Funnel - B2C,,2025-01-02T18:36:14+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
101,iy22ap642j,DEA SETTER VID V2,2237.03,ready,Video,false,Main Funnel - B2C,,2025-02-18T15:38:01+00:00,2025-10-15T16:10:59+00:00,2026-05-10T00:00:00.000
102,ymxuz6rlso,Exciting New Business Program Announcement,940.367,ready,Video,false,Low Ticket Videos,,2025-09-16T21:41:21+00:00,2025-09-16T21:42:16+00:00,2026-05-10T00:00:00.000
103,l94uij52bo,DCA - Upsell 1 VSL V1,833.667,ready,Video,false,Low Ticket Videos,,2024-10-25T18:06:09+00:00,2025-09-16T21:41:21+00:00,2026-05-10T00:00:00.000
104,u6i909z49y,masterclass,4820.98,ready,Video,false,Low Ticket Videos,,2024-10-25T17:19:24+00:00,2025-09-16T21:41:21+00:00,2026-05-10T00:00:00.000
105,7jxeswa9xy,pre-call_video (1080p),1251.41,ready,Video,false,Low Ticket Videos,,2024-10-25T18:42:54+00:00,2025-09-16T21:41:21+00:00,2026-05-10T00:00:00.000
106,z5f3yvxx3v,DCA - FE VSL,513.934,ready,Video,false,Low Ticket Videos,,2024-10-25T18:09:51+00:00,2025-09-16T21:41:21+00:00,2026-05-10T00:00:00.000
107,lkf4o70k1e,dea setter vid final v7 (enhanced audio),2878.17,ready,Video,false,Main Funnel - B2C,Experiments,2025-08-22T16:32:28+00:00,2025-08-22T19:07:56+00:00,2026-05-10T00:00:00.000
108,xvg87visf0,"dea short setter vid, on the call version",490.009,ready,Video,false,Main Funnel - B2C,Experiments,2025-04-13T07:10:13+00:00,2025-08-22T16:32:28+00:00,2026-05-10T00:00:00.000
109,ojr69tbvpq,pre-call_video fb paid ads 3/10/2025,1251.4,ready,Video,false,Main Funnel - B2C,Experiments,2025-03-11T05:42:28+00:00,2025-08-22T16:32:28+00:00,2026-05-10T00:00:00.000
110,tzlbzx2jyo,Chris Face VSL The Gap Method Facebook Paid Ads Test 3/19/2025 (autoplay),435.456,ready,Video,false,Main Funnel - B2C,Experiments,2025-03-09T04:10:57+00:00,2025-08-22T16:32:28+00:00,2026-05-10T00:00:00.000
111,idge8i99z1,dea setter vid final v6,2878.18,ready,Video,false,Main Funnel - B2C,Experiments,2025-04-13T07:49:28+00:00,2025-08-22T16:32:28+00:00,2026-05-10T00:00:00.000
112,w3z5s0jdp2,pre-call_video fb paid ads 3/24/2025 (autoplay),1251.4,ready,Video,false,Main Funnel - B2C,Experiments,2025-03-24T16:21:55+00:00,2025-08-22T16:32:28+00:00,2026-05-10T00:00:00.000
113,bjysionq3g,"pre-call_video fb paid ads 3/16/2025 (same thumb, ""not sales call"" header)",1251.4,ready,Video,false,Main Funnel - B2C,Experiments,2025-03-17T04:50:05+00:00,2025-08-22T16:32:28+00:00,2026-05-10T00:00:00.000
114,c1bxh5tuzh,DEA SETTER VID V.2 3-16-25,2796.47,ready,Video,false,Main Funnel - B2C,Experiments,2025-03-17T04:11:29+00:00,2025-08-22T16:32:28+00:00,2026-05-10T00:00:00.000
115,iiusa9mqd6,vsl short vid with long testimonials FB 8-15-2025 CANADA,1361.32,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-08-15T20:17:26+00:00,2025-08-15T20:17:43+00:00,2026-05-10T00:00:00.000
116,ntcnw3f8rt,AI VSL - long testimonials,1998.68,ready,Video,false,Main Funnel - B2C,AI,2025-07-17T08:19:46+00:00,2025-07-17T14:39:06+00:00,2026-05-10T00:00:00.000
117,vzryq5ai60,Webinar Data Engineer Academy (222 of 500 spots filled) - Jul 2 2025,3552.64,ready,Video,false,B2B VSLs,,2025-07-02T17:31:40+00:00,2025-07-02T17:41:42+00:00,2026-05-10T00:00:00.000
118,i5zq9ajsfw,v1_b2b,418.5,ready,Video,false,B2B VSLs,,2025-01-08T23:59:09+00:00,2025-07-02T17:31:41+00:00,2026-05-10T00:00:00.000
119,xke96jdfcv,b2b_ty_video,156.548,ready,Video,false,B2B VSLs,,2025-01-09T18:23:02+00:00,2025-07-02T17:31:41+00:00,2026-05-10T00:00:00.000
120,d0ur1myidx,v2_b2b,420.467,ready,Video,false,B2B VSLs,,2025-01-09T00:03:59+00:00,2025-07-02T17:31:41+00:00,2026-05-10T00:00:00.000
121,20szx24ww1,vsl short vid with long testimonials Linkedin 5-27-2025,1361.32,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-06-03T23:54:48+00:00,2025-06-03T23:55:23+00:00,2026-05-10T00:00:00.000
122,v9c6cp6llh,vsl short vid with long testimonials Branded Search 5-27-2025,1361.32,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-06-03T23:54:46+00:00,2025-06-03T23:54:58+00:00,2026-05-10T00:00:00.000
123,a750b3rbti,vsl short vid with long testimonials TT 5-27-2025,1361.32,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-06-03T23:54:02+00:00,2025-06-03T23:54:26+00:00,2026-05-10T00:00:00.000
124,asvat5wjl5,vsl short vid with long testimonials YT 5-27-2025,1361.32,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-06-03T23:53:59+00:00,2025-06-03T23:54:23+00:00,2026-05-10T00:00:00.000
125,ayxhuq5wcn,vsl short vid with long testimonials FB 5-27-2025,1361.32,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-05-27T06:57:07+00:00,2025-06-03T23:52:39+00:00,2026-05-10T00:00:00.000
126,30dz2zubw5,Chris Face VSL The Gap Method Facebook Paid Ads split 4-29-2025,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-04-30T01:32:58+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
127,95zwfzmdr8,Chris Face VSL The Gap Method Linkedin Paid Ads,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-01-13T00:32:41+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
128,v08dlrgr7v,Chris Face VSL The Gap Method Facebook Paid Ads,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2024-03-21T02:35:31+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
129,fbxvrsbg71,DEA - VSL 01-23-2025_revised,2304.14,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-01-24T15:56:23+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
130,w6n4jbiwhw,DEA - VSL 2-2-2025_revised_free_ebook,2304.14,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-02-03T04:57:45+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
